105, WF1:  -6526, 3995, -4428, 2846, 107, 1066, 1112, -1722, 559, 64, 
105, WF2:  -2900, 1598, -1771, 1138, 43, 427, 445, -689, 224, 26, 

106, LPC:  -5767, 3426, -3985, 3816, 1490, 1854, 1889, -3879, 1908, 982, 
106, WF1:  -5190, 2775, -2905, 2503, 880, 985, 903, -1669, 739, 342, 
106, WF2:  -2307, 1110, -1162, 1001, 352, 394, 361, -668, 296, 137, 

107, LPC:  -4388, 2902, -3720, 3490, 2199, 2051, 1388, -3400, 2068, 162, 
107, WF1:  -3949, 2350, -2712, 2289, 1298, 1090, 664, -1463, 801, 56, 
107, WF2:  -1755, 940, -1085, 916, 519, 436, 265, -585, 320, 23, 

108, LPC:  -3641, 2223, -4296, 4156, 2328, 2764, 146, -2632, 1890, 427, 
108, WF1:  -3277, 1800, -3131, 2726, 1374, 1469, 70, -1133, 732, 149, 
108, WF2:  -1456, 720, -1252, 1090, 550, 587, 28, -453, 293, 60, 

109, LPC:  -3798, 2156, -3943, 4553, 2150, 2640, -49, -2135, 2051, 533, 
109, WF1:  -3418, 1746, -2874, 2987, 1269, 1403, -23, -919, 794, 186, 
109, WF2:  -1519, 698, -1150, 1195, 508, 561, -9, -367, 318, 74, 

110, LPC:  -4652, 2849, -4075, 5133, 1603, 2857, -322, -2190, 2161, 1121, 
110, WF1:  -4187, 2308, -2970, 3367, 946, 1518, -154, -942, 837, 391, 
110, WF2:  -1861, 923, -1188, 1347, 379, 607, -62, -377, 335, 156, 

111, LPC:  -4817, 4227, -3464, 4238, 1132, 2453, 1443, -2842, 1884, 417, 
111, WF1:  -4335, 3424, -2525, 2780, 668, 1303, 690, -1223, 730, 145, 
111, WF2:  -1927, 1369, -1010, 1112, 267, 521, 276, -489, 292, 58, 

112, LPC:  -6464, 6132, -3550, 4864, -61, 2352, 2200, -3107, 1405, 995, 
112, WF1:  -5817, 4967, -2588, 3191, -36, 1250, 1052, -1337, 544, 347, 
112, WF2:  -2585, 1986, -1035, 1276, -14, 500, 421, -535, 218, 139, 

113, LPC:  -8187, 8187, -4409, 5830, -2278, 3136, 2273, -3285, 1727, 529, 
113, WF1:  -7368, 6631, -3214, 3825, -1345, 1666, 1087, -1414, 669, 184, 
113, WF2:  -3275, 2652, -1285, 1530, -538, 666, 435, -565, 268, 74, 

114, LPC:  -10518, 10986, -8089, 8951, -6250, 5554, 347, -2505, 1843, -185, 
114, WF1:  -9466, 8898, -5896, 5872, -3690, 2951, 166, -1078, 714, -64, 
114, WF2:  -4207, 3559, -2358, 2349, -1476, 1180, 66, -431, 285, -26, 

115, LPC:  -5662, -1666, 697, -1268, 3107, -852, 2027, -2350, -1289, 788, 
115, WF1:  -5096, -1349, 508, -832, 1834, -453, 969, -1011, -499, 275, 
115, WF2:  -2265, -540, 203, -333, 734, -181, 388, -404, -200, 110, 

116, LPC:  -1358, -2306, 314, -1142, -408, -792, 674, -100, -267, -1608, 
116, WF1:  -1222, -1868, 229, -749, -241, -421, 322, -43, -103, -560, 
116, WF2:  -543, -747, 92, -300, -96, -168, 129, -17, -41, -224, 

117, LPC:  -2454, -3, -1459, -2072, 650, -956, 785, -682, 813, -1728, 
117, WF1:  -2209, -2, -1063, -1359, 384, -508, 375, -294, 315, -602, 
117, WF2:  -982, -1, -425, -544, 153, -203, 150, -117, 126, -241, 

118, LPC:  -544, -1620, -937, -1122, -118, -1301, 386, -247, -1212, -180, 
118, WF1:  -490, -1312, -683, -736, -70, -691, 185, -106, -469, -63, 
118, WF2:  -218, -525, -273, -294, -28, -276, 74, -43, -188, -25, 

119, LPC:  -730, -2952, 776, 3432, 2501, -1592, 1590, 895, -60, 1466, 
119, WF1:  -657, -2391, 566, 2251, 1477, -846, 760, 385, -23, 511, 
119, WF2:  -292, -956, 226, 901, 591, -338, 304, 154, -9, 204, 

